,Nd,Pr,Ce,La,(HA)2(org),H+ Extraction,H+ Scrub,H+ Strip,OA Extraction,OA Scrub,OA Strip,Recycle,Extraction,Scrub,Strip,Nd Scrub,Pr Scrub,Ce Scrub,La Scrub,MID,SG,XML,NumCons
1,7.88,2.07,6.6,5.5,5.00E-01,1.00E-05,1.00E-04,1.95E+00,4.00E+00,1.00E+00,2.00E+00,5.00E-01,4,6,2,1,1,0,0,1,2,xml/PC88A_HCL_NdPrCeLa.xml,3
