,(HA)2(org),H+ Extraction,H+ Scrub,H+ Strip,OA Extraction,OA Scrub,OA Strip,Recycle,Extraction,Scrub,Strip,MID,SG,XML,NumCons
1,3.19E-01,1.00E-02,1.00E-01,1.50E+00,1,2,5,5.46E-01,2,4,4,1,2,xml/PC88A_HCL_NdPrCeLa.xml,3
